Name,Sys_name,Chromosome,ORF_Start,ORF_End,TSS_stein_Start,TSS_stein_End,TSS_park_Start,TSS_park_End,Prom_len
COX5B,YIL111W,9,155222,155765,155191,155799,155178,155799,215
HOS4,YIL112W,9,151595,154846,151554,154976,151551,154996,260
SDP1,YIL113W,9,150559,151188,150522,151294,NaN,151294,503
POR2,YIL114C,9,149988,149143,150019,149073,150019,149073,503
NUP159,YIL115C,9,148709,144327,148820,144270,148889,144270,253
HIS5,YIL116W,9,142928,144085,142894,144109,142858,144207,1000
PRM5,YIL117C,9,141569,140613,141656,140494,141635,140501,1000
RHO3,YIL118W,9,139752,140447,139638,140602,139634,140604,1000
RPI1,YIL119C,9,137877,136654,138068,136358,138078,136510,1000
QDR1,YIL120W,9,134417,136108,135252,136188,135253,136248,1000
QDR2,YIL121W,9,132244,133872,132240,134035,132186,134014,419
POG1,YIL122W,9,130610,131665,130323,131821,130353,131817,411
SIM1,YIL123W,9,128151,129581,128095,129912,127440,129912,898
AYR1,YIL124W,9,126204,127097,126173,127197,126182,127197,177
KGD1,YIL125W,9,122689,125733,122408,125996,122414,125990,203
STH1,YIL126W,9,117992,122071,117910,122205,117932,122210,242
RRT14,YIL127C,9,117644,117024,117668,116937,117668,116857,242
MET18,YIL128W,9,113806,116904,113730,117038,113722,117021,389
TAO3,YIL129C,9,113237,106107,113341,106013,113345,105965,389
ASG1,YIL130W,9,102782,105676,102657,105753,102646,105790,365
FKH1,YIL131C,9,102235,100781,102292,100631,102346,100654,365
CSM2,YIL132C,9,100501,99860,100517,99453,100512,99805,114
RPL16A,YIL133C,9,99416,98527,99437,98440,99434,98427,16
FLX1,YIL134W,9,97395,98330,97371,98397,97569,98372,397
VHS2,YIL135C,9,96375,95065,96433,94910,96448,94922,541
OM45,YIL136W,9,93619,94800,93593,94899,93568,94884,765
TMA108,YIL137C,9,92788,89948,92828,89866,92837,89864,765
TPM2,YIL138C,9,89715,89230,89726,88879,89737,88885,140
REV7,YIL139C,9,88716,87979,88737,87857,NaN,87857,142
AXL2,YIL140W,9,85366,87837,85263,87964,85263,87961,328
YIL141W,YIL141W,9,85053,85442,NaN,NaN,NaN,NaN,NaN
CCT2,YIL142W,9,83302,84885,83275,84935,83265,84935,198
SSL2,YIL143C,9,83041,80510,83077,80165,83075,80282,198
TID3,YIL144W,9,78074,80149,77972,80219,77994,80177,653
PAN6,YIL145C,9,77283,76354,77319,76028,77342,76254,653
ATG32,YIL146C,9,75773,74184,76129,73969,NaN,73969,1000
SLN1,YIL147C,9,73453,69791,73669,69504,73656,69588,300
RPL40A,YIL148W,9,68708,69528,68693,69593,68588,69593,488
MLP2,YIL149C,9,68067,63028,68205,62909,68193,62892,488
MCM10,YIL150C,9,62728,61013,62759,60960,62759,60707,150
YIL151C,YIL151C,9,60694,57338,NaN,NaN,60839,57284,NaN
YIL152W,YIL152W,9,56545,57252,56528,57277,56579,57380,94
RRD1,YIL153W,9,55198,56379,55167,56434,55165,56424,121
IMP2',YIL154C,9,55021,53981,55046,53907,55046,53906,121
GUT2,YIL155C,9,53708,51759,53752,51418,53779,51414,155
UBP7,YIL156W,9,48091,51306,48105,51601,NaN,51519,34
COA1,YIL157C,9,47542,46949,47551,46741,47546,46776,126
AIM20,YIL158W,9,46201,46815,46190,46900,46190,46908,165
BNR1,YIL159W,9,41825,45952,41793,46025,41777,46065,1000
POT1,YIL160C,9,41444,40191,41981,40205,NaN,NaN,1000
YIL161W,YIL161W,9,39433,40140,39423,40179,39423,40176,220
SUC2,YIL162W,9,37385,38983,37350,39203,37435,39203,1000
YIL163C,YIL163C,9,37252,36899,NaN,NaN,NaN,NaN,NaN
NIT1,YIL164C,9,34686,34087,34716,33577,34975,NaN,1000
YIL165C,YIL165C,9,34077,33718,34716,33577,NaN,33577,1000
YIL166C,YIL166C,9,32566,30938,32965,31333,NaN,NaN,612
SDL1,YIL167W,9,29416,30048,28967,30379,NaN,NaN,1000
YIL168W,YIL168W,9,29032,29415,28967,29863,NaN,NaN,1000
YIL169C,YIL169C,9,26106,23119,26146,22843,26153,NaN,1000
HXT12,YIL170W,9,19847,21220,NaN,NaN,NaN,NaN,NaN
YIL171W,YIL171W,9,19515,19844,NaN,NaN,NaN,NaN,NaN
IMA3,YIL172C,9,18553,16784,NaN,NaN,NaN,16687,NaN
VTH1,YIL173W,9,11492,16141,NaN,NaN,NaN,16512,NaN
YIL174W,YIL174W,9,9469,9696,NaN,NaN,NaN,NaN,NaN
YIL175W,YIL175W,9,9183,9500,NaN,NaN,NaN,NaN,NaN
PAU14,YIL176C,9,9155,8793,NaN,NaN,NaN,8703,NaN
YIL177C,YIL177C,9,6147,483,NaN,NaN,NaN,466,NaN
SGN1,YIR001C,9,356895,356143,356947,355814,356960,355814,373
MPH1,YIR002C,9,360396,357415,360704,357320,360487,357298,163
AIM21,YIR003W,9,360885,362924,360867,362994,360837,362994,163
DJP1,YIR004W,9,363221,364519,363181,364635,363207,364635,187
IST3,YIR005W,9,364889,365335,364844,365411,364844,365415,209
PAN1,YIR006C,9,369908,365466,370080,365384,369942,365379,617
YIR007W,YIR007W,9,370704,372998,370697,373106,NaN,373080,617
PRI1,YIR008C,9,374306,373077,374365,372992,374365,373008,98
MSL1,YIR009W,9,374525,374860,374463,375310,374462,NaN,98
DSN1,YIR010W,9,375431,377161,375360,377268,375355,377268,50
STS1,YIR011C,9,378246,377287,378262,377177,378268,377177,199
SQT1,YIR012W,9,378486,379781,378461,379876,378461,379846,199
GAT4,YIR013C,9,380384,380019,NaN,NaN,NaN,NaN,NaN
YIR014W,YIR014W,9,381086,381814,381060,381924,381070,NaN,1000
RPR2,YIR015W,9,381948,382382,381924,383501,NaN,NaN,864
YIR016W,YIR016W,9,382628,383425,381924,383501,NaN,383509,864
MET28,YIR017C,9,384119,383556,384134,383348,384113,383343,454
YAP5,YIR018W,9,384609,385346,384588,385401,384600,385401,454
MUC1,YIR019C,9,393675,389572,392928,389352,NaN,389374,751
YIR020C,YIR020C,9,394557,394255,395627,393679,NaN,NaN,1000
MRS1,YIR021W,9,397294,398385,397252,398445,397268,398441,1000
SEC11,YIR022W,9,398733,399236,398702,399341,398697,399336,257
DAL81,YIR023W,9,399777,402689,399732,402756,399751,402799,391
YIR024C,YIR024C,9,403491,402841,403532,402772,403499,402775,100
MND2,YIR025W,9,403659,404765,403632,404892,403688,404915,100
YVH1,YIR026C,9,405967,404873,406007,404780,405996,404780,177
DAL1,YIR027C,9,407642,406260,406840,406184,407952,NaN,1000
DAL4,YIR028W,9,408468,410375,410012,410500,NaN,410542,1000
DAL2,YIR029W,9,410807,411838,410697,411886,NaN,411887,197
DCG1,YIR030C,9,412770,412036,412810,411982,412810,411982,140
DAL7,YIR031C,9,414679,413015,414803,412950,414821,412962,156
DAL3,YIR032C,9,415617,415030,415679,414959,415682,414955,408
MGA2,YIR033W,9,416124,419465,416087,419529,416089,419524,408
LYS1,YIR034C,9,420736,419615,420771,419545,420771,419545,185
YIR035C,YIR035C,9,421790,421026,421810,420956,421810,420960,196
IRC24,YIR036C,9,422865,422074,422891,422006,422891,422018,168
HYR1,YIR037W,9,423128,423619,423059,423766,423067,423710,168
GTT1,YIR038C,9,424513,423809,424537,423687,424543,423687,1000
YPS6,YIR039C,9,432111,430498,432114,430347,NaN,430399,397
YIR040C,YIR040C,9,433721,433389,NaN,NaN,NaN,NaN,NaN
PAU15,YIR041W,9,433929,434303,432511,434436,433883,NaN,397
YIR042C,YIR042C,9,435983,435273,436073,435109,436053,435192,613
YIR043C,YIR043C,9,437735,437043,438157,436686,NaN,NaN,27
YIR044C,YIR044C,9,438179,437994,438184,436744,NaN,NaN,1000
PRE3,YJL001W,10,435163,435926,435126,436042,435103,436040,423
OST1,YJL002C,10,434651,433221,434703,433110,434707,433126,423
COX16,YJL003W,10,432644,433000,432597,433192,432597,433192,384
SYS1,YJL004C,10,432200,431589,432213,431319,432228,431307,384
CYR1,YJL005W,10,425157,431237,424998,431326,425017,431378,833
CTK2,YJL006C,10,424109,423138,424165,423085,424147,423081,833
YJL007C,YJL007C,10,423012,422698,NaN,NaN,NaN,NaN,NaN
CCT8,YJL008C,10,421663,419957,421706,419802,421689,419802,1000
YJL009W,YJL009W,10,419855,420181,NaN,NaN,NaN,NaN,NaN
NOP9,YJL010C,10,419562,417562,419596,417501,419613,417483,206
RPC17,YJL011C,10,414770,414285,414800,414121,414810,414137,1000
VTC4,YJL012C,10,413399,411234,413419,411163,413430,411163,702
MAD3,YJL013C,10,411040,409493,411026,409394,411032,409372,137
CCT3,YJL014W,10,407558,409162,407530,409283,407496,409283,141
YJL015C,YJL015C,10,407426,407142,NaN,NaN,NaN,NaN,NaN
YJL016W,YJL016W,10,405588,407273,405341,407389,405314,407414,1000
,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MPS3,YJL019W,10,402897,404945,402794,405468,402797,NaN,289
BBC1,YJL020C,10,402410,398937,402505,398793,402489,398788,289
,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
YJL022W,YJL022W,10,398109,398417,NaN,NaN,NaN,NaN,NaN
PET130,YJL023C,10,398398,397355,398415,397198,398390,397260,378
APS3,YJL024C,10,396592,395931,396623,395741,396634,395698,575
RRN7,YJL025W,10,393967,395511,393891,395659,393889,395673,147
RNR2,YJL026W,10,392404,393603,392356,393744,392354,393744,39
YJL027C,YJL027C,10,392249,391833,392317,391772,NaN,NaN,39
YJL028W,YJL028W,10,391311,391646,NaN,NaN,NaN,NaN,NaN
VPS53,YJL029C,10,390853,388385,390914,388285,390854,388285,858
MAD2,YJL030W,10,387657,388247,387613,388386,387634,388386,142
BET4,YJL031C,10,387438,386368,387471,386257,387499,386264,142
YJL032W,YJL032W,10,386348,386662,NaN,NaN,NaN,NaN,NaN
HCA4,YJL033W,10,383837,386149,383811,386230,383811,386230,229
KAR2,YJL034W,10,381327,383375,381289,383582,381289,383571,235
TAD2,YJL035C,10,381001,380249,381054,380155,381054,380155,235
SNX4,YJL036W,10,378825,380096,378706,380250,378706,380302,1000
IRC18,YJL037W,10,376662,377336,377117,377421,NaN,377441,148
LOH1,YJL038C,10,375774,375115,376969,375041,376093,374972,148
NUP192,YJL039C,10,373799,368748,373977,368369,373956,368411,1000
NSP1,YJL041W,10,365784,368373,365726,368502,365726,368502,193
MHP1,YJL042W,10,361249,365445,361141,365533,361181,365600,128
YJL043W,YJL043W,10,360130,360903,360229,361013,359997,NaN,504
GYP6,YJL044C,10,359676,358300,359725,358039,359713,358039,504
YJL045W,YJL045W,10,356024,357928,355749,358125,NaN,358115,1000
AIM22,YJL046W,10,352386,353615,352359,353683,352359,353864,131
RTT101,YJL047C,10,352108,349580,352228,349501,352228,349302,131
UBX6,YJL048C,10,348637,347447,348711,347306,348880,347304,521
YJL049W,YJL049W,10,345973,347325,345950,347402,345946,347402,148
MTR4,YJL050W,10,342522,345743,342474,345802,342474,345802,129
IRC8,YJL051W,10,339787,342255,339712,342345,339712,342345,314
TDH1,YJL052W,10,338271,339269,338197,339398,338197,339419,993
PEP8,YJL053W,10,335898,337037,335855,337204,335855,337227,75
TIM54,YJL054W,10,334265,335701,334257,335780,334257,335786,102
YJL055W,YJL055W,10,333357,334094,333335,334155,333343,334163,182
ZAP1,YJL056C,10,333073,330431,333153,330313,333170,330258,182
IKS1,YJL057C,10,330121,328118,330179,328036,330235,328057,134
BIT61,YJL058C,10,327873,326242,327927,326179,327932,326179,109
YHC3,YJL059W,10,324964,326190,324937,326274,324937,326280,120
BNA3,YJL060W,10,323386,324720,323369,324817,323360,324802,1000
NUP82,YJL061W,10,320016,322157,319976,322282,319976,322303,107
LAS21,YJL062W,10,317284,319776,317259,319869,317259,319869,102
MRPL8,YJL063C,10,316475,315759,316505,315680,316514,315680,190
YJL064W,YJL064W,10,315175,315570,NaN,NaN,NaN,NaN,NaN
DLS1,YJL065C,10,315557,315054,315591,314931,315591,314939,89
MPM1,YJL066C,10,314872,314114,314910,313900,314910,313900,21
YJL067W,YJL067W,10,314084,314434,NaN,NaN,NaN,NaN,NaN
YJL068C,YJL068C,10,313915,313016,313940,312913,313932,312913,970
UTP18,YJL069C,10,312706,310922,312722,310840,312747,310833,191
YJL070C,YJL070C,10,310637,307971,310665,307841,310649,307897,175
ARG2,YJL071W,10,306132,307856,306081,307962,306047,307962,182
PSF2,YJL072C,10,305862,305221,305899,305069,305899,305079,182
JEM1,YJL073W,10,303181,305118,303071,305205,303254,305222,182
SMC3,YJL074C,10,302849,299157,302889,299041,302872,299071,182
APQ13,YJL075C,10,298876,298460,NaN,NaN,NaN,NaN,NaN
NET1,YJL076W,10,295245,298814,295180,298985,295208,298910,133
ICS3,YJL077C,10,295061,294666,NaN,NaN,NaN,NaN,NaN
PRY3,YJL078C,10,293981,291336,294057,291025,294054,291030,588
PRY1,YJL079C,10,290774,289875,290938,289691,290938,289691,87
SCP160,YJL080C,10,289226,285558,289427,285437,289416,285449,264
ARP4,YJL081C,10,285271,283802,285303,283654,285297,283654,134
IML2,YJL082W,10,281185,283380,281131,283598,281067,283598,99
TAX4,YJL083W,10,278841,280655,278786,281032,NaN,281032,671
ALY2,YJL084C,10,278002,274862,278115,274717,278115,274731,671
EXO70,YJL085W,10,272827,274698,272747,274809,272747,274817,137
YJL086C,YJL086C,10,272846,272478,NaN,NaN,NaN,NaN,NaN
TRL1,YJL087C,10,272485,270002,272610,269795,272610,269780,137
ARG3,YJL088W,10,268799,269815,268777,269895,268777,269921,12
SIP4,YJL089W,10,265926,268415,265813,268765,265770,268715,718
DPB11,YJL090C,10,265051,262757,265095,262674,265106,262680,718
GWT1,YJL091C,10,262552,261080,262563,260980,262552,260917,111
SRS2,YJL092W,10,257423,260947,257209,261050,257242,261078,416
TOK1,YJL093C,10,256812,254737,256793,254601,256761,254623,416
KHA1,YJL094C,10,254442,251821,254487,251676,254487,251671,114
BCK1,YJL095W,10,247255,251691,247149,251813,247149,251771,103
MRPL49,YJL096W,10,246490,246975,246453,247046,246449,247046,155
PHS1,YJL097W,10,245591,246244,245547,246298,245547,246317,287
SAP185,YJL098W,10,242082,245258,241900,245260,241955,245330,1000
CHS6,YJL099W,10,239414,241654,239284,241900,239326,241741,117
LSB6,YJL100W,10,237263,239086,237192,239167,236817,239167,693
GSH1,YJL101C,10,236356,234320,236499,234177,236499,234177,693
MEF2,YJL102W,10,231301,233760,231259,233875,231250,234011,183
GSM1,YJL103C,10,230881,229025,231076,228823,231051,228823,183
PAM16,YJL104W,10,227327,227776,227299,227944,227305,227946,591
SET4,YJL105W,10,225055,226737,223612,226708,223733,NaN,146
IME2,YJL106W,10,221390,223327,220845,223466,NaN,223449,734
YJL107C,YJL107C,10,220016,218853,220111,217545,220136,NaN,734
PRM10,YJL108C,10,218856,217705,219984,217533,NaN,217537,127
UTP10,YJL109C,10,217309,212000,217336,211912,217341,211941,197
GZF3,YJL110C,10,211577,209922,211666,209814,211666,209911,246
CCT7,YJL111W,10,207877,209529,207826,209696,207826,209696,226
MDV1,YJL112W,10,205305,207449,205280,207600,205257,207585,1000
YJL113W,YJL113W,10,198678,203325,NaN,NaN,NaN,NaN,NaN
YJL114W,YJL114W,10,197915,198595,NaN,NaN,NaN,NaN,NaN
ASF1,YJL115W,10,196287,197126,196211,197218,196211,197207,1000
NCA3,YJL116C,10,194873,193860,195069,193509,195086,193544,1000
PHO86,YJL117W,10,192531,193466,192481,193487,192481,193628,9
YJL118W,YJL118W,10,191639,192298,191635,192466,191684,192401,487
YJL119C,YJL119C,10,191895,191572,192236,191148,NaN,NaN,230
YJL120W,YJL120W,10,191022,191345,190536,192472,NaN,NaN,153
RPE1,YJL121C,10,191090,190374,191111,190308,191102,190303,37
ALB1,YJL122W,10,189716,190243,189699,190383,189713,190398,251
MTC1,YJL123C,10,189440,188004,189448,187900,189448,187887,251
LSM1,YJL124C,10,187644,187126,187810,187016,187810,186906,90
GCD14,YJL125C,10,186679,185528,186721,185439,186731,185432,295
NIT2,YJL126W,10,184501,185424,184494,185545,184494,185557,206
SPT10,YJL127C,10,184220,182298,184288,181823,184288,NaN,206
PBS2,YJL128C,10,180103,178097,180324,178052,180324,177956,977
TRK1,YJL129C,10,177306,173599,177583,173511,177597,173535,469
URA2,YJL130C,10,172367,165723,172959,165599,173025,165623,552
AIM23,YJL131C,10,165348,164278,165377,164181,165394,164176,222
YJL132W,YJL132W,10,161914,164166,161892,164304,NaN,164325,189
MRS3,YJL133W,10,160619,161563,160534,161703,160458,161703,662
LCB3,YJL134W,10,158188,159417,158143,159429,158157,159507,840
YJL135W,YJL135W,10,157877,158194,NaN,NaN,NaN,NaN,NaN
RPS21B,YJL136C,10,157273,156550,157303,156414,157296,156411,840
GLG2,YJL137C,10,156127,154985,156206,154846,156235,154862,208
TIF2,YJL138C,10,154691,153504,154742,153314,154742,153300,104
YUR1,YJL139C,10,152999,151713,153082,151581,153125,151604,232
RPB4,YJL140W,10,150961,151626,150867,151676,150867,151676,391
YAK1,YJL141C,10,150390,147967,150476,147808,150487,147813,391
IRC9,YJL142C,10,148211,147819,150372,147810,NaN,NaN,104
TIM17,YJL143W,10,147101,147577,147055,147861,147071,147778,150
YJL144W,YJL144W,10,146359,146673,146326,146905,146326,146901,199
SFH5,YJL145W,10,145160,146044,145125,146127,145066,146157,194
IDS2,YJL146W,10,143292,144701,143193,144931,143210,144938,547
YJL147C,YJL147C,10,142567,141419,142646,141189,142634,NaN,547
RPA34,YJL148W,10,140437,141138,140380,141342,140365,141342,952
DAS1,YJL149W,10,137379,139370,137352,139428,137334,139428,546
YJL150W,YJL150W,10,137123,137425,NaN,NaN,NaN,NaN,NaN
SNA3,YJL151C,10,136773,136372,136806,136301,136806,136306,546
YJL152W,YJL152W,10,136174,136533,NaN,NaN,NaN,NaN,NaN
INO1,YJL153C,10,135933,134332,136319,135911,NaN,134186,487
VPS35,YJL154C,10,133935,131101,134020,131039,133966,131045,1000
FBP26,YJL155C,10,130643,129285,130786,129127,130771,129127,253
SSY5,YJL156C,10,128952,126853,128977,126469,129008,126691,150
FAR1,YJL157C,10,126328,123836,NaN,NaN,126374,123679,NaN
CIS3,YJL158C,10,122948,122265,122985,122086,122990,122195,1000
HSP150,YJL159W,10,120449,121690,120395,122004,120395,121992,1000
YJL160C,YJL160C,10,118825,117962,119114,117874,119132,117843,1000
FMP33,YJL161W,10,117245,117787,117221,117941,117256,117941,1000
JJJ2,YJL162C,10,115629,113878,115689,113765,115685,113712,1000
YJL163C,YJL163C,10,113333,111666,113405,111605,NaN,111606,360
TPK1,YJL164C,10,111159,109966,111378,109869,111378,109854,227
HAL5,YJL165C,10,109461,106894,109628,106796,109626,106862,241
QCR8,YJL166W,10,106434,106718,106368,106881,106332,106887,181
ERG20,YJL167W,10,105014,106072,104958,106187,104958,106165,437
SET2,YJL168C,10,104428,102227,104521,102027,104521,102031,437
YJL169W,YJL169W,10,102099,102467,NaN,NaN,NaN,NaN,NaN
ASG7,YJL170C,10,101779,101150,NaN,NaN,101887,101123,NaN
YJL171C,YJL171C,10,100894,99704,100926,99534,100932,99504,1000
CPS1,YJL172W,10,97737,99467,97704,99612,97698,99608,1000
RFA3,YJL173C,10,96529,96161,96539,96084,96560,96084,1000
KRE9,YJL174W,10,95092,95922,94977,96091,94977,96165,1
YJL175W,YJL175W,10,94049,94561,91838,94976,NaN,NaN,20
SWI3,YJL176C,10,94530,92053,94593,91818,94593,91826,383
RPL17B,YJL177W,10,90786,91657,90765,91759,90765,91775,639
ATG27,YJL178C,10,90097,89282,90126,89160,90135,89159,639
PFD1,YJL179W,10,88787,89116,88724,89249,88738,89249,147
ATP12,YJL180C,10,88560,87583,88577,87481,88565,87461,147
YJL181W,YJL181W,10,85660,87495,85638,87579,85638,87579,213
YJL182C,YJL182C,10,85752,85435,NaN,NaN,NaN,NaN,NaN
MNN11,YJL183W,10,84068,85336,84003,85425,84003,85425,108
GON7,YJL184W,10,83448,83819,83407,83895,83407,83881,388
YJL185C,YJL185C,10,82976,82095,83019,81906,NaN,81922,388
MNN5,YJL186W,10,80155,81915,80126,82033,80126,82036,771
SWE1,YJL187C,10,79262,76803,79355,76700,79355,76620,771
BUD19,YJL188C,10,76510,76202,NaN,NaN,NaN,NaN,NaN
RPL39,YJL189W,10,75933,76474,75898,76610,75890,76611,580
RPS22A,YJL190C,10,75302,74910,75318,74759,75318,74761,580
RPS14B,YJL191W,10,73787,74611,73763,74716,73766,74716,325
SOP4,YJL192C,10,73414,72710,73438,72619,73438,72603,325
YJL193W,YJL193W,10,71366,72574,71360,72695,71368,72699,348
CDC6,YJL194W,10,69338,70879,69300,71012,69277,70996,495
YJL195C,YJL195C,10,69942,69241,NaN,NaN,NaN,NaN,NaN
ELO1,YJL196C,10,68782,67850,68805,67715,68805,67715,495
UBP12,YJL197W,10,63805,67569,63764,67644,63763,67637,185
PHO90,YJL198W,10,60844,63489,60794,63579,60822,63602,594
MBB1,YJL199C,10,60182,59856,60200,59630,NaN,NaN,594
ACO2,YJL200C,10,58813,56444,58836,56297,58944,56297,794
ECM25,YJL201W,10,54379,56178,54360,56241,54376,56423,30
YJL202C,YJL202C,10,54290,53943,NaN,NaN,NaN,NaN,NaN
PRP21,YJL203W,10,53341,54183,53307,54330,53307,54418,120
RCY1,YJL204C,10,53151,50629,53187,50557,53166,50557,120
YJL206C,YJL206C,10,49935,47659,50094,47572,49940,47589,366
LAA1,YJL207C,10,47433,41389,47453,41237,47444,41216,119
NUC1,YJL208C,10,41183,40194,41241,40080,41235,40011,1000
CBP1,YJL209W,10,38005,39969,37929,40062,37903,40062,132
PEX2,YJL210W,10,36919,37734,36867,37797,36770,37797,586
YJL211C,YJL211C,10,37200,36757,NaN,NaN,NaN,NaN,NaN
OPT1,YJL212C,10,36249,33850,36281,33727,36277,33727,586
YJL213W,YJL213W,10,32163,33158,31815,33381,31822,33477,1000
HXT8,YJL214W,10,26887,28596,28369,29284,NaN,NaN,31
YJL215C,YJL215C,10,26771,26412,28338,26074,NaN,NaN,31
IMA5,YJL216C,10,26086,24341,26930,24142,26237,24104,1000
REE1,YJL217W,10,23133,23729,23082,23819,23126,23824,373
YJL218W,YJL218W,10,21973,22563,21920,22709,21956,22715,1000
HXT9,YJL219W,10,19497,21200,NaN,NaN,19279,NaN,NaN
YJL220W,YJL220W,10,18243,18695,NaN,NaN,NaN,NaN,NaN
IMA4,YJL221C,10,18536,16767,NaN,NaN,18824,NaN,NaN
VTH2,YJL222W,10,11475,16124,NaN,NaN,11483,16495,NaN
PAU1,YJL223C,10,9138,8776,NaN,NaN,NaN,8686,NaN
YJL225C,YJL225C,10,6130,466,NaN,NaN,6545,390,NaN
AVT1,YJR001W,10,436802,438610,436746,438721,436746,438741,704
MPP10,YJR002W,10,438865,440646,438835,441006,438850,440697,114
YJR003C,YJR003C,10,442553,440994,442564,440907,442548,440907,115
SAG1,YJR004C,10,444861,442909,444896,442679,445668,442766,985
APL1,YJR005W,10,445923,448025,445881,448310,445866,448314,985
POL31,YJR006W,10,449202,450665,449194,450738,449194,450769,463
SUI2,YJR007W,10,451020,451934,450924,452061,450923,452101,186
YJR008W,YJR008W,10,452430,453446,452319,453514,452317,453660,258
TDH2,YJR009C,10,454681,453683,454729,453545,454729,453545,1000
MET3,YJR010W,10,456239,457774,456155,457903,456036,458128,1000
YJR011C,YJR011C,10,459426,458641,459471,458554,459471,458555,212
YJR012C,YJR012C,10,460418,459795,460211,459683,460213,459665,131
GPI14,YJR013W,10,460382,461593,460342,461687,460342,461660,131
TMA22,YJR014W,10,461829,462425,461782,462537,461782,462525,95
YJR015W,YJR015W,10,462721,464253,462705,464387,462715,464387,168
ILV3,YJR016C,10,466208,464451,466223,464382,466223,464288,56
ESS1,YJR017C,10,467033,466521,467055,466279,467055,466286,102
YJR018W,YJR018W,10,466786,467148,466576,467274,NaN,NaN,297
TES1,YJR019C,10,468281,467232,468295,467157,NaN,467165,162
YJR020W,YJR020W,10,468001,468333,467470,468644,NaN,NaN,196
REC107,YJR021C,10,469579,468555,469614,468457,469605,468457,49
LSM8,YJR022W,10,469784,470113,469663,470231,469756,470239,49
YJR023C,YJR023C,10,470205,469804,NaN,NaN,NaN,NaN,NaN
MDE1,YJR024C,10,470964,470230,470979,470219,470975,470153,7
BNA1,YJR025C,10,471671,471138,471701,470986,471706,470986,1000
YJR026W,YJR026W,10,472760,474082,NaN,NaN,NaN,NaN,NaN
YJR027W,YJR027W,10,472760,478028,NaN,NaN,NaN,NaN,NaN
YJR028W,YJR028W,10,478344,479666,NaN,NaN,NaN,NaN,NaN
YJR029W,YJR029W,10,478344,483612,NaN,NaN,NaN,NaN,NaN
YJR030C,YJR030C,10,486196,483959,486251,483979,486252,483811,218
GEA1,YJR031C,10,490812,486586,490911,486469,490888,486445,147
CPR7,YJR032W,10,491081,492262,491058,492383,491069,492383,147
RAV1,YJR033C,10,496451,492378,496499,492307,496479,492325,109
PET191,YJR034W,10,496683,497009,496608,497083,496619,497070,109
RAD26,YJR035W,10,497355,500612,497333,500761,497322,500761,250
HUL4,YJR036C,10,503391,500713,503749,500572,503562,500600,1000
YJR037W,YJR037W,10,503102,503485,NaN,NaN,NaN,NaN,NaN
YJR038C,YJR038C,10,504072,503710,NaN,NaN,NaN,NaN,NaN
YJR039W,YJR039W,10,503936,507301,503703,507311,503944,507347,1000
GEF1,YJR040W,10,507746,510085,507707,510154,507691,510151,396
URB2,YJR041C,10,513763,510239,513851,510027,513811,510071,181
NUP85,YJR042W,10,514055,516289,514032,516414,514032,516374,181
POL32,YJR043C,10,517513,516461,517581,516332,517554,516335,1000
VPS55,YJR044C,10,519185,518763,519269,518586,519277,518586,150
SSC1,YJR045C,10,521602,519638,521741,519419,521741,519419,290
TAH11,YJR046W,10,522048,523862,522031,523904,522031,523904,290
ANB1,YJR047C,10,525381,524908,525431,524798,525431,524802,858
CYC1,YJR048W,10,526335,526664,526289,526838,526289,526838,858
UTR1,YJR049C,10,528476,526884,528494,526764,528494,526773,180
ISY1,YJR050W,10,528697,529404,528674,529679,528686,529672,180
OSM1,YJR051W,10,529861,531366,529840,531437,529848,531449,161
RAD7,YJR052W,10,532062,533759,532057,533824,532049,533814,620
BFA1,YJR053W,10,534027,535751,533975,536015,533967,NaN,151
YJR054W,YJR054W,10,536056,537549,535963,537646,535928,537894,1000
HIT1,YJR055W,10,538772,539266,538762,539662,538762,NaN,1000
YJR056C,YJR056C,10,542502,541792,542668,541652,542699,541668,1000
CDC8,YJR057W,10,544062,544712,544055,544781,544052,544781,1000
APS2,YJR058C,10,545175,544732,545206,544686,545256,544686,511
PTK2,YJR059W,10,545787,548243,545717,548437,545698,548449,511
CBF1,YJR060W,10,548759,549814,548710,550400,548637,550023,273
YJR061W,YJR061W,10,550511,553318,550415,553439,NaN,553466,15
NTA1,YJR062C,10,554849,553476,554863,552965,554866,553136,296
RPA12,YJR063W,10,555195,555572,555159,555716,555167,555708,296
CCT5,YJR064W,10,555914,557602,555870,557648,555878,557643,154
ARP3,YJR065C,10,559158,557809,559184,557661,559184,557661,199
TOR1,YJR066W,10,559416,566828,559383,566911,559388,566925,199
YAE1,YJR067C,10,567444,567019,567450,566901,567450,566910,140
RFC2,YJR068W,10,567643,568704,567590,568775,567595,568777,140
HAM1,YJR069C,10,569399,568806,569432,568665,569432,568653,59
LIA1,YJR070C,10,570598,569621,570630,569491,570650,569491,267
YJR071W,YJR071W,10,570405,570773,NaN,NaN,NaN,NaN,NaN
NPA3,YJR072C,10,572124,570967,572159,570897,572155,570897,67
OPI3,YJR073C,10,572935,572315,572959,572226,572959,572232,893
MOG1,YJR074W,10,573095,573751,572345,573852,573177,573850,119
